message,class
การ ใช้ AI มา ใช้ นะ ครับ นี่ มี รูป มา มั้ง บัด นี้ ได้ ดำเนิน การพิจารณา มี 10 กลุ่ม ด้วย กัน อ่า เค้า ก็ แยก ไป นะ ครับ ว่า มี AI eosystem Life Quality Entrepreneor Government Efficiency,9arm
นี่ เป็นไง DOE do Standardization แรงงาน การศึกษา กฎหมาย Cyber Security แล้วก็ ความมั่นคง เห็น มั้ค รับ ซึ่ง ก็ เหมือน เหมือน อันนี้ จะ เป็น ความมั่นคง กอง ทง กองทัพ อะไร ก็ มา ให้ ข้อมูล ด้วย โอเค เค้า ก็ แยก ออกมา,9arm
เป็น ประมาณ นี้ แล้วกัน ดู สาร บัน ดีกว่า ที่ สำคัญ ก็ คือ จาก การ meet ิ้ง ทั้งหมด ทั้งมวล เนี่ย นะ ครับ ก็ได้ ข้อสรุป มา ก็ จะ เป็น บท สุด,9arm
ท้าย ก็ คือ ข้อแนะนำ ของ คณะกรรมาธิการ ซ่าน,9arm
นี่ นะ ครับ บทสรุป และ ข้อสังเกต ของ คณะ,9arm
กรรมาธิการ ก็ คือ นี่แหละ ผลงาน ก็ คือ อย่างไร,9arm
ก็ตาม กรรมาธิการ เห็น ว่า ควรจะ ตัด ตั้ง หน่วย,9arm
งาน ศูนย์กลาง ปัญญาประดิษฐ์ ของ ประเทศ,9arm
อยาก ให้ ตั้ง มาก ๆ จะ ได้ มีความสำคัญ ยิ่งยวด นะ ให้ ขอบเขต กว้าง กว่า ดา ผ้า ของ อเมริกา,9arm
โอเค เนื่องจาก ประเทศ ไทย ยัง ขาด โครงสร้าง,9arm
ราย งั้น อ่า โอ เคก็ต้อง ตั้ง หน่วย 1 หน่วย นะ ครับ แต่ว่า เขา ก็ สรุป ออกมา อันนี้ เป็นราย,9arm
งาน ที่ ค่อนข้าง make เซ ense นอก นอกจาก นอก,9arm
เหนือ จาก การ ตั้ง ไอ้ ไอ ไอ้ ศูนย์ AI อะไร อย่าง งั้น น่ะ นะ ก็ คือ เขา บอ กว่า cost of inaction ก็ คือ ผลกระทบ ต่อ การ เพิกเฉย ใช่ มั้ย ถ้า เกิด เรา ไม่ ทำ อะไร อ่ะ เรา จะ เสีย อะไร,9arm
ถ้า เรา ไม่ ขยับ เรื่อง AI,9arm
ตอนนี้ เรา จะ เสีย อะไร บ้าง เห็น มั้ค รับ ผลกระทบ ทางเศรษฐกิจ ก็ สรุป ออก มานะ ครับ ว่า เออ เรา จะ เสีย นะ เรา เสีย การ เติบโต ของ GDP ร้อยละ 2 3 ต่อ ปี MENCY บอก อย่างนั้น ใช่ มั้ย แล้ว ประเมิน จาก GDP ของ ประเทศ ไทย เนี่ย คาด กา รณ อยู่ ที่ ประมาณ 19 ล้าน ล้าน ใช่ มั้ย โดย ใช้ ข้อมูล การประเมินผล กระทบ ต่อ ตลาดแรงงาน คือ อะไร ใช่ มั้ย ก็ เรา,9arm
ต้อง ยกระดับ แรงงาน ของ เรา ถ้า เกิด ว่า ไม่ ไม่ สามารถ พัฒนา ได้ ทัน ต่อ ความต้องการ ของ โลก,9arm
เนี่ย เรา ก็ จะ พลาดโอกาส นี้ ไป เป็นไง ก็ ฟัง ดู,9arm
Make ม Sense นะ ใช่ ม ผลกระทบ ต่อ อุตสาหกรรม,9arm
โครงสร้าง และ เศรษฐกิจ ใช่ มั้ย ครับ ก็ตาม นั้น ถ้า ไม่ เร่ง พัฒนา เรา ก็ จะ อยู่ ข้างหลัง,9arm
ทางวัฒนธรรม ทำ ก็ คล้ายๆ กัน นะ ครับ เอ่อ เกิด ความล้าหลัง ใน ด้าน AI ทำให้ ทำให้ ประเทศ ไทย สูญ เสียการ สร้าง รายได้ จาก เทคโนโลยี กว่า 1 ล้าน ล้าน บาท ใน ช่วง 10 ปี นะ ครับ อัน นี้ พูดถึง อุตสาหกรรม ใช่ มั้ย อุตสาหกรรม ต่างๆ การ ร่วมมือ กัน เป็น สิ่ง สำคัญ โอเค ที นี้ ประเด็น ที่ สำคัญ เนี่ย มัน อยู่ ตรงนี้ เพราะว่า ผม ฟัง จาก การ Meeting แล้วก็ ประเด็น ที่ ดี เนี่ย ก็ คือ ประเด็น นี้ นะ ครับ คือ การ เปิดเผย ข้อมูล Open Data ถูก มั้ย คือ ข้อมูล ของ รัฐบาล เนี่ย ควรจะ เปิดเผย แล้ว ก็ ถูก จัด ใน format เดียวกัน เช่น CSV JSON หรือ XML ถูก ป่ะ เพื่อ ที่ เวลา ที่ คนเรา จะ,9arm
เอา ไป เท รน data เอาเรื่อง เรา จะ เอา AI ไป,9arm
ต่อยอด เนี่ย มัน จะ ได้ มี Data ้า อยู่แล้ว เพราะว่า Data คือ สำคัญ ที่สุด สำหรับ การ เท รน AI แล้ว ถ้า เกิด ว่า เรา สามารถ จัดการ ให้ มัน เข้าถึง ง่าย แล้วก็ ใช้งาน ได้ เลย,9arm
เนี่ย มัน จะ เป็นเรื่อง ดี ถูก ป่ะ โอเค อันนี้,9arm
จัดซื้อจัดจ้าง ใช้ AI มา จับ เรื่อง ของ การ จัดซื้อจัดจ้าง อันนี้ ผม ก็ ไม่ค่อย ซื้อ เท่า,9arm
ไหร่ ผม ว่า มัน you know สต ง้อ you know ต่อไป การ สร้าง แรงจูงใจ อันนี้ สำคัญ ก็ คือ ผล ตอบแทน ใน เชิง งบประมาณ เนาะ เออ ถ้า เกิด มัน,9arm
ต้อง มี incentive ถ้า เกิด ว่า เรา จะ ดัน เรื่อง AI ให้ มัน ไป ไกล กว่า เนี้ย มัน จะ ต้อง,9arm
มี incentive,9arm
สำหรับ คน มา เช่น งบประมาณ ใน การวิจัย และ เงินเดือน ถูก ป่ะ คือ ปรับ ลด จำนวน ข้าราชการ และ เพิ่ม เงินเดือน อันนี้ นะ ก็ คือ เรา อยากได้ แรงงาน สกิล สูง มากกว่า แล้ว,9arm
ก็ เพิ่ม เงินเดือน เพราะว่า จะ ได้ ดึงดูด tent หรือ คน ที่ มี ความสามารถ เข้ามา ทำ ใน ระบบ ถูก,9arm
มย โอเค การ จัด เก็บภาษี เอา AI มา จัดเก็บ,9arm
ภาษี I don t know man I don t know I don t know about จัดตั้ง องค์กร ด้าน เทคโนโลยี ประดิษฐ เอ่อ ปัญญา ประดิษฐ แห่งชาติ อันนี้ ไง เขา อยาก ตั้ง มาก ๆ นะ ครับ อยาก ตั้ง เอ่อ องค์กร AI something แล้วก็ มา พัฒนา โครงสร้าง พื้น,9arm
ฐาน อะไร ก็ ว่า กัน ไป ก็ คง ดี มั้ง ให้ Nexttech ทำ นั่น นู่น นี่ เออ ผม ก็ ไม่ค่อย ซื้อ เท่าไหร่,9arm
แล้วก็ จบ ด้วย ภาพ ผนวก นี่ เขียน ผัง มา ให้,9arm
เรียบร้อย ถ้า เกิด ว่า คุณ อยาก จะ เ่อ จัดตั้ง,9arm
หน่วยงาน นี่ นะ คุณ ก็ นี่ ไง เรา ก็ ให้ ครม แต่ง ตั้งขึ้น มา เสร็จ แล้ว นี่ ไง มี ผอ 0 เสร็จ แล้วก็ จุ ๆ เพลง,9arm
สรุป คือ ได้ โปรด ตั้ง ศูนย์ นี้ เถิด ศึกษา มา ปี กว่า และ ตั้ง เหอะ อ่ะ สรุป ให้ แล้ว อื,9arm
โอเค นั่น คือ สิ่ง ที่ ผม บอ กว่า ใน เนี้ย มัน มี,9arm
ความใน ความจริง อยู่เลย มัน เป็น การสู้ กัน ระหว่าง ระบบ ราชการ เดิม กับ ผู้ทรงคุณวุฒิ ที่ เรา เชิญ เข้าไป ซึ่ง แต่ละคน ก็ คือ เก่ง ๆ ทั้งนั้น ถูก ป่ะ ไม่ ว่า จะ เป็นเรื่อง ของ Open Data เรื่อง ของ Infrastructure เรื่อง ของ การ สร้าง แรงจูงใจ ให้ แรงงาน ด้าน AI เนี่ย มัน เป็นเรื่อง ที่ ถูกต้อง ทั้งนั้น ดี,9arm
แล้วก็ อยู่ดีๆ ก็ ไป แบบ เออ เรา ควรจะ มี องค์กร อะไร something นะ นึกออก ป่ะ มัน เป็น balance ซ ว่า แบบ มัน ต้อง เท่าๆ กัน กู ไม่ รู้,9arm
เหมือนกัน เออ ต่อมา หลังจาก ผัง เล่น ได้ ทันที,9arm
เรา แนะนำ ให้ ใช้ แก๊ง คอ จัดการ แก๊ง Call Center ด้วย ปัญญาประดิษฐ์ สิ ครับ เออ เรา มี AI นะ ครับ เรา เอา มา ใช้ สิ ครับ ทำไม เรา ต้อง โดน หลอก กัน ด้วย นะ ครับ แล้ว ใช้ AI สิ Yes,9arm
มัน ก็ดี แหละ แต่ เรา ทำได้ หน่วยงาน เอกชน ตอน นี้ ก็ ยัง ทำ ไม่ ได้ เลย ถูก ป่ะ มัน มัน ไม่ ใช่,9arm
เรื่อง ง่าย มัน บอ กว่า เรา บอ กว่า เออ เรา มี AI ใช้ AI ทำ ดิ เด ี๋ มัน ก็ แก้ ให้ เรา ได้ มัน ไม่ ได้ ไง มึง คือ มัน ก็ มี ข้อจำกัด อยู่ ถูก ป่ะ,9arm
วิธีการ รับมือ ต้อง เริ่มต้น จาก การ สร้าง ความตระหนัก รู้ ใน สังคม เออ ใช่ และ ใช้ AI ใน การ วิเคราะห์ พฤติกรรม ของ ผู้ใช้งาน เพื่อ,9arm
ตรวจสอบ กิจกรรม ที่ น่าสงสัย ซึ่ง ก็ มี การ ทำ อยู่ นะ ครับ ซึ่ง ก็ เป็นเรื่อง ที่ ทำ อยู่ จริง ๆ แต่ว่า มัน ยัง ไม่ สามารถ ที่จะ แบบ แม่นยำ ได้,9arm
ขนาด นั้น เอ่อ ใช้ True Factor ซึ่ง คำ แนะ นำ ใน เนี้ย ก็ เป็น คำแนะนำ ที่ ดี นะ ให้ความรู้ นะ ส่วนใหญ่ ก็ ต้อง ให้ความรู้ โอเค กรรมการ พัฒนา ระบบ ราชการ ให้ เปิดเผย ข้อมูล ใน แบบ machine readable ถูก มั้ย ก็ คือ พวก CSV JSON อะไร ก็ ว่า กัน ไป เรา จะ ได้ มี data ที่ พร้อม สำหรับ การ เอา ไป ใช้ ถือว่า เป็น สเต็ป,9arm
แรก ที่ ดีมาก เห็น ม พัฒนา ดิจิตอล ก็ ไป ทำการ Machine Readable เหมือนกัน กรม บัญชี กลาง นี่ นะ ครับ ต้อง ทำให้ มัน โปร่งใส ตรวจสอบ ได้ เออ ซึ่ง ก็ จริง ถูก มั้ย เป็นเรื่อง ดี คำ,9arm
แนะนำ เนี่ย มี แต่ สิ่ง ดี ทั้งนั้น ใช้ ปัญญา ประดิษฐ์ ใน การ จัดการ ปัญหา เอ่อ ภัยพิบัติ ไฟ ป่า น้ำท่วม ปัญหา ฝุ่น อะไร อย่า งี้ ใช่ มั้ ครับ เป็นไง กระทรวง แรงงาน อ่า นี้ อันนี้ ใช่ มั้ย ครับ จัด ให้ มี การ อัพสกิล รี สกิล กับ แรง,9arm
งาน ไทย อย่าง เหมาะ สมใน ยุค ที่ AI จะ มา แทน,9arm
โอเค make sense ประกันสังคม ใช่ มั้ค รับ ก็ ต้อง มา วิเคราะห์ กัน ว่า เอ้ย ตลาดแรงงาน,9arm
มัน เปลี่ยนไป แล้ว เรา จะ มีเงิน จ่าย เข้ามา ใน ประกันสังคม หรือเปล่า แล้ว ระบบ เดิม มัน,9arm
make เซ ense กับ ยุค AI หรือไม่ ใช่ มั้ย เฮ้ย ได้ อยู่ นะ ก็ ต นี้ เลย ครับ จบ ที่ คณะกรรมการ กรรมการ ปัญญา ประ ดิษ์ แห่งชาติ มั้ค รับ ควร,9arm
จัดตั้ง คณะ อนุกรรมการ ขับเคลื่อน การ ใช้ เทคโนโลยี มัน จะ ต้อง จัด ตัด ตั้ง เพิ่ม something you know ต้อง ต้อง ไป ต่อ เรา ต้อง ไป กัน ต่อ จบ นี่ คือ รายงาน โอเค ซึ่ง ก็ ออกมา เป็น รายงาน ที่ make sense ถูก ป่ะ ถ้า เกิด ว่า มัน จะ make sense ถ้า เกิด ว่า เรา สามารถ ทำ จบ ใน 3 เดือน ถูก ป่ะ แต่ เรา ทำ มา ปี ครึ่ง แต่ว่า ผม คิด ว่า Value ของ ไอ้ กรรมาธิการ เนี่ย จริงๆ แล้ว มัน ไม่ ได้ อยู่ ใน รายงาน เล่ม นี้ สัก เท่า,9arm
ไหร่ คือ การประชุม เนี่ย มัน หลาย ร้อย 100 ชั่วโมง นะ ที่ มี การ เรียก หน่วยงาน ต่างๆ เข้า มา ให้ ความคิดเห็น ขอ ความคิดเห็น อะไร อย่าง เงี้ย นะ ครับ แล้ว จริงๆ อ่ะ เรา ก็ อยาก จะ เอา ไอ้ ตอง ที่ประชุม อ่ะ มา เปิด คุย กัน วันนี้ ถูก มั้ย แต่ว่า ผม ไม่ รู้ เป็นไร ว่า ทำไม,9arm
กรรมาธิการ นี้ ไม่ ยอม เปิด คลิป ตอน ที่ประชุม กัน ให้ เป็น สาธารณะ ผม ก็ เลย ไม่ กล้า เอา มา ลง,9arm
ใช่ ม แต่ว่า มัน มี เนื้อ อยู่ ใน นั้น ค่อนข้าง เยอะ เดี๋ยว ผม จะ เล่า ให้ ฟัง แล้วกัน อย่าง เช่น ผม ชอบ ตอนที่ เขา เอา NT มา NT นี่ ก็ คือ National Telecom อ่ะ คมนาคม แห่ง ประเทศ ไทย something อ่า ใช่ มั้ย เ้า บอ กว่า เอ้ย,9arm
ระบบ ราชการ เรา ตอนนี้ มี การ ซื้อ infrastructure มา เป็น คราว กลาง ของ รัฐบาล,9arm
แล้วก็ ให้ มหาลัย ต่างๆ เนี่ย มา ใช้งาน ได้ เลย คือ รัฐบาล ซื้อ เครื่อง กลาง มา ให้ แล้ว คุณ,9arm
อยาก จะ เอา เครื่อง ไป เทก็มาขอ ไป ใช้ ม ก็ มี งบ จาก DE มา อุดหนุน ก็ คือ ตอนนี้ มหาลัย นัก,9arm
วิจัย ใช้ ฟรี เฮ้ย มัน มี โครงการ แบบนี้ อยู่,9arm
แล้วด้วย ใช่ มั้ย เค้า ก็ มา นี่ ครับ มี อยู่,9arm
แล้ว แล้วก็ งบ มัน จะ หมด ลง ใน ปีหน้า เพราะว่า DE ให้ งบ มา เอ่อ เอ่อ แล้ว แน่นอน ว่า เค้า ต้อง เอา งบประมาณ ไป นั่ง ไป จ่าย คน ma นท in ระบบ,9arm
นั่น นู่น นี่ ใช่ มั้ย แล้วก็ ให้ นักวิจัย เข้า มา ใช้ ฟรี แต่ว่า งบ มัน จะ หมด และ ก็ มา พูด ใน ที่ ประชุม แล้ว ผม คิด ว่า เ้า น่าจะ ได้ งบ เพิ่ม ด้วย นะ ว่า แบบ เออ เนี่ย มัน เป็นระบบ ที่ ดี เรา,9arm
ควรจะ ส่งเสริม ต่อ ถูก ป่ะ ก็ มี สส นั่ง อยู่ ใน ห้อง แล้วก็ เอา เข้า ที่ประชุม สภา ต่อว่า เออ เรา ควรจะ ต่ออายุ ให้ โครงการ นี้ เพื่อที่จะ ให้ นักวิจัย AI ของ ไทย เนี่ย มหาลัย ต่างๆ เข้ามา ใช้ได้ ฟรี เค้า ไม่ต้อง ไป ซื้อ,9arm
คลาส เตอร์ เอง เครื่องใหญ่ ใช่ มั้ย เค้า มา ใช้ ส่วนกลาง เนี่ย น่าจะ ดี เพราะว่า มหาลัย แต่ละ,9arm
มหาลัย ถ้า เกิด ซื้อ ไป แล้ว บางที ใช้ได้ แป๊บ,9arm
ใช้ แป๊บเดียว แล้วก็ หมด โปรเจค แล้วก็ ไม่ ได้,9arm
ใช้ แต่ ถ้า เกิด มี ส่วนกลาง เนี่ย มัน ได้ ใช้ ตลอดเวลา 100 อะไร อย่าง เงี้ย มา รวม พลัง กัน ใช้ ใช่ มั้ย เรา ก็ ว่า โอ้ ใช้ได้ เลย ว่ะ แล้วก็ มีเรื่อง ของ แบบ เค้า ก็ บอก เนี่ย เนี่ย หน่วยงานราชการ คือ เรา อยาก จะ ทำ เรื่อง ของ Image recnition ไอ้ ป้าย ทะเบียน กล้อง,9arm
ส่อง เวลา แบบ ที่จอดรถ จับ ป้าย ทะเบียนรถ แล้ว,9arm
มัน ออกมา เป็น ตัวเลข อ่ะ AI อ่าน เออ นั่น แหละ เ้า บอ กว่า NT อ่ะ พยายาม ที่จะ จ้าง หา เว ender ชาวไทย ที่ ทำ AI แล้ว ทำ เรื่อง พวก เนี้ย ใช่ มั้ย เพราะว่า เวลา ที่จะ ไป ซื้อ ของ ต่างประเทศ อ่ะ เค้า ซื้อ เป็น ไล เซน แล้ว เขา ย เป็นต่อ กล้อง ต่อ ปี สมมุติ มี กล้อง 1 ัน ตัว ก็ จ่าย คูณ 1000 ไป เป็น ปี อะไร อย่าง งั้น น่ะ เออ เบอ กว่า เออ จริงๆ มัน แพง คนไทย เรา เรา ก็ อยาก พยายาม จะ หา ซื้อ ของ ไทย แต่ ปรากฏ ว่า ของ ไทย อ่ะ พอ ขอ P of Concept ขอ มา ลอง de โม หน่อย ก็ ปรากฏ ว่า มาตรฐาน มัน ไม่ ได้ หมายถึง ว่า คุณภาพ มัน ได้ ไม่ เท่า ของ ที่ ซื้อ จาก ต่าง ประเทศ ใช่ มั้ย ซึ่ง เค้า ก็ บอก เขา ก็ เข้าใจ,9arm
เพราะว่า ของ ต่างประเทศ อ่ะ data ้า ใน การ เท รน อ่ะ มัน เยอะ ของ เรา อ่ะ data ้า ใน การ เท รน โอ้โห,9arm
มัน น้อย มาก ไม่ มี ใคร รวม data ไว้ เพื่อ ที่ จะ เอา ไป เท รน AI ให้ มัน เก่ง ขึ้น นึกออก ป่ะ,9arm
มัน ไม่ มี data set ต ทะเบียน ไทย เยอะ ขนาด นั้น something ก็ เลย พอ เอา มา ลอง เป็น P of Concept ก็ บอก ไม่ ได้ ก็ เลย ต้อง ไป ซื้อ ของ ต่างชาติ มา ใช้ เสีย ตังค์ เสียเงิน เสียการ,9arm
เสียเงิน แบบ เยอะ อะไร อย่าง เงี้ย แต่ ใน ห้อง ประชุม เนี่ย ก็ มี ตัวแทน แบบ สมาคม เอ่อ ธุรกิจ AI ก็ นั่ง อยู่ เป็น กรรมาธิการ เค้า ก็ บอก ว่า เฮ้ย ขอโทษ นะ ครับ เอ่อ ถ้า ทาง NT ต้องการ ที่จะ หา เว ender ชาวไทย เนี่ย ผม มี เพียบ เลย,9arm
เพราะว่า เขา เป็น ประธาน สมาคม ถูก ป่ะ ก็ แบบ เดี๋ยว เรา ติดต่อกัน มั้ค รับ อ้าว ได้การ ได้,9arm
งาน เฉย นะ ครับ แล้วก็ ยิน ดีมาก เรา คิด ว่า เรา มี บริษัท ของ AI ของ ไทย ที่ สามารถ ทำ เรื่อง พวก นี้ ได้ ใน ระดับ ที่ แข่งขัน กับ ต่างชาติ ได้ แล้ว นี่ คือ g ประ หว่าง หน่วยงาน รัฐบาล ที่ พยายาม หา แล้ว กับ หน่วย ทาง เอกชน ที่ ไม่ รู้ จะ ติดต่อ ทางราชการ อย่างไร ถูก ป่ะ มัน ก็ แบบ เอ้ย นี่ คือ เวที ที่ เออ มัน ทำให้ คน มา เจอกัน,9arm
นี่ คือ ข้อดี ผม ผม รู้สึก appreciate ใน กรรมาธิการ นี้ นึกออก ป่ะ หรือ จะ เป็น เรา เอา Microsoft มา นั่ง คุย ใช่ มั้ย ว่า เออ เทคโนโลยี การ เอ่อ Cloud ตอนนี้ เป็น ยังไง Google มา คุย Google มา ป่า วะ อ่า ประมาณ นั้นแหละ ทีนี้ ก็ ก็ บอ กว่า เนี่ย ตอน เนี้ย บริษัท Cloud ต่างชาติ อ่ะ เข้ามา แล้วก็ off เ er ร ที่จะ เท รน บุคลากร ของ เรา อ่ะ ให้ ใช้ AI ผ่าน cloud ของ เค้า อ่ะ ได้ ฟรี จำนวน หนึ่ง ใช่ มั้ย แต่ว่า ก็ ไม่ รู้ จะ เอา ไป แจก ใคร เพราะว่า เรา เรา อยาก จะ พัฒนา คน ของ เรา อยู่,9arm
แล้ว แต่ว่า ใน หน่วยงาน ก็ มี แค่ เนี้ย สมมุติ เค้า ให้ มา 10 000 ที่นั่ง เรา หา ได้ แค่ 1 000 ที่นั่ง แล้ว เรา ไม่ รู้ จะ แจก ใคร เา บอก ว่าที่ บริษัท Cloud เข้ามา จ่าย คอร์ส Training ให้ เรา ฟรี เนี่ย เพราะว่า พอ เรา,9arm
ลอง ใช้แล้ว เรา เคย ใช้ อันนี้ แล้ว เดี๋ยว ต่อ ไป เรา ก็ ต้อง ไป ซื้อ Cloud เค้า นั่นแหละ ถูก ป่ะ อะไร อย่าง เงี้ย ซึ่ง เค้า ก็ หาทาง หา แพลตฟอร์ม ใน การแจกจ่าย ไอ้ ค Training ที่,9arm
มัน ฟรี เนี่ย อยู่ สักพัก นึง ก็ นี่ ก็ มี โครง,9arm
การ อะไร ออกมา ก็ จะ สามารถ มัน ต่อยอด ได้ นี่ คือ ข้อดี ของ กรรมาธิการ นี้ ใช่ ป่ะ ผม ก็ เห็น ว่า เออ เว้ย ใช้ได้ มัน ได้ คุย กัน ค่อนข้าง เยอะ เลย ว่ะ มี หน่วยงาน ที่ ดูแล เรื่อง PDPA ขึ้น มา ว่า อ้าว ถ้า เกิด ว่า อย่า งี้ ข้อมูล,9arm
ส่วนตัว ของ คุณ เป็น ยังไง ข้อมูล ของ คุณ เวลา ที่ ลบ แล้ว เนี่ย มัน ลบ อย่างไร ใช่ มั้หรือ,9arm
หน่วยงานราชการ ของ เรา เนี่ย ทำไม ถึง ไม่ มี Server กลาง ที่ ใช้ เก็บ ไฟล์ ของ ทุก หน่วย,9arm
งาน เลยเวลา ที่ เรา เรา จะ หา data ้า จาก หน่วย,9arm
งาน นั้น หน่วยงาน นี้ เรา มา ที่ เดียว แล้ว เรา,9arm
ดึง ข้อมูล ได้ หมด เลย มัน ไม่ มี เพราะ ตอนนี้ หน่วยงาน แต่ละ หน่วยงาน ก็ เก็บ ใคร เก็บ มัน คน ละ form ม at นั่น นู่น นี่ ใช่ มั้ย เก็บ อก ว่า โอเค มัน มีปัญหา อยู่ ก็ได้ คุย กัน ว่า มัน มี,9arm
ปัญหา อย่างไร แบบ อ่ะ เพราะว่า แต่ก่อน หน่วย,9arm
งาน เรา ซื้อ Server ตั้ง ของ ใคร ของ มัน เสร็จ,9arm
แล้วก็ ติด ชิน กับ อันนั้น แล้ว พอ จะ ขึ้น เป็น Cloud ก็ เป็น VM ของ ใคร ของ มัน คือ หน่วย,9arm
งาน กลาง ซึ่ง ก็ คือ NT มั้ง ที่ ดูแล เนี่ย ก็ ไม่ สามารถ ที่จะ ไป เข้าถึง ข้อมูล ของ คน ที่มา,9arm
ใช้ บริการ cloud ตัวเอง ได้ ถูก ป่ะ มัน เป็น po ลิ cy อย่าง,9arm
ดังนั้น มัน ก็ เลย ต้อง มี การคุย กัน ว่า อ้า แล้ว อย่าง งั้น หน่วยงาน ต่างๆ ถ้า เกิด ว่า จะ มา เข้า Cloud เนี่ย เรา ต้อง มา นั่ง ซอย data ้า ว่า อัน เนี้ย data ส่วนกลาง ที่ เปิด,9arm
เผย ได้ เอา มา แชร์ ไว้ ตรงกลาง อันนี้ เป็น data ้า ที่ มี ข้อมูล ส่วนบุคคล ก็ เก็บ แยก,9arm
หน่วยงาน ไป อะไร อย่าง เงี้ย เพื่อ ที่ เรา จะ ได้ มี คลัง data จำนวน นึง แล้ว เวลา ที่ เรา,9arm
อยาก จะ เท รน หรือ เรา อยาก จะ ทำ อะไร กับ มัน,9arm
เนี่ย เอา ไป ต่อยอด เนี่ย มัน ทำ ง่าย ก็ กลับ ไป,9arm
ที่ เรื่อง data ที่ format XML JSON CSV ให้ มัน พร้อม ปัญหา เหล่านี้ ใช่ มั้ย ถ้า ผม ไม่ ได้ ไป นั่ง อยู่ ที่ กรรมาธิการ ผม ก็ เออ ก็ ก็ ไม่ ได้ ฟัง เรื่อง พวก นี้ นะ อ่า ผม คิด ว่า ผม เห็น value ใน การ ที่ เรา มี การประชุม แล้ว,9arm
ดึง คน มา ค่อนข้าง เยอะ อะไร เงี้ย แต่ รายงาน พอ มา อ่าน ใน รายงาน ปั๊บ เนี่ย แน่นอน ว่า รายงาน,9arm
มัน ไม่ สามารถ ที่จะ เขียน ไอ้ การประชุม ทั้ง หมด 300 400 ชั่วโมง เข้ามา ได้ สุดท้าย แล้ว มัน ถูก ย่อ ลง ไป เหลือ แบบ 2 ย่อหน้า นึกออก,9arm
ป่ะ จาก การ ที่ คุย กัน 2 ช่ โมง เรื่อง นี้ มัน ถูก ย่อ เหลือ 2 ย่อหน้า มัน ทำได้ แค่นั้น เพราะว่า อ่า รายงาน อาจจะ อาจจะ ยาว ไป หรือ something ก็ ไม่ รู้ เหมือนกัน ลิขสิทธิ์,9arm
ใช่ ป่ะ คือ จริงๆ แล้ว ผม อยาก จะ ผม เสนอ เรื่อง นี้ ไป ก็ คือ เรื่อง ของ ว่า อ้าว เอาล่ะ เรื่อง ของ AI กับ กับ ศิลปะ ใช่ มั้ย ก็ มี คอน เซิร์น เรื่อง ของ แบบ นัก วาด ที่ รู้สึก ว่า เอ้ย ลาย,9arm
เส้น ตัวเอง ถูก ละเมิดลิขสิทธิ์ อะไร อย่าง เงี้ย ผม ก็ ฝาก เรื่อง นี้ เข้าไป แต่ว่า พอ ผม ไม่ ได้ อยู่ นะ ผม ไม่ ได้ อยู่ ถาม เอง ก็ เลย อาจ,9arm
จะ ไม่ ได้ ตอบ เรื่อง นี้ แต่ว่า ประเด็น ที่ คุย กัน เรื่อง ลิขสิทธิ์ ใน กรรมาธิการ เนี่ย กลาย,9arm
เป็น ว่า เป็น ประเด็น ว่า รูป ที่ AI วาด ออกมา,9arm
เนี่ย ใคร เป็นเจ้าของ ลิขสิทธิ์ ซึ่ง ผม ว่า มัน ผิด ประเด็น ไป ค่อนข้าง คือ เค้า ก็ บอ กว่า เอี่ย AI,9arm
มัน ไม่ มี ตัวตน อยู่แล้ว มัน ไม่ สามารถ ที่จะ ถือ เจ้าของ ลิขสิทธิ์ ได้การ เจน,9arm
ภาพ ที่ AI ออกมา มัน ไม่ มี ลิขสิทธิ์ เรา ก็ มี การ อ้าง กฎ ไม้ ต่างประเทศ มา เทียบ กัน ว่า อ่ะ ยุโรป เป็น แบบนี้ อ่า จีน เป็น แบบนี้ ญี่ปุ่น เป็น แบบนี้ ใช่ มั้ย ก็ มี การเทียบ มี การ discus กัน ใน เรื่อง นั้น ถูก ป่ะ แต่ว่า เรื่อง ของ การ คุ้มครอง ลิขสิทธิ์ งาน สร้าง สรรค์ เนี่ย มัน ไม่ ได้ ถูก คุย กัน เท่าที่ ผม เห็น นะ เท่าที่ ผม ได้ อ่าน มา อาจจะ มี การคุย กัน ก็ได้ แต่ว่า ผม แน่นอน ผม ไม่ ได้ ไม่ ได้ ไป,9arm
ค่อนข้าง เยอะ ถูก มั้ เอาล่ะ มัน อาจจะ ไม่ ใช่,9arm
ประเด็น ที่ เรา อยาก จะ คุย อาจจะ ไป ไม่ ถึง แต่ ว่า มัน ก็ มี การคุย ประเด็น รอบ ๆ มา ก็ ถือว่า ดี,9arm
กว่า ไม่ มี การคุย ใช่ มย นี่ คือ กรรมาธิการ AI,9arm
ทีนี้ เรา,9arm
